quote_entry,quoted_smiles,HIPPO Compound ID (xx01zvns2b),HIPPO Compound ID (a71ev2a),HIPPO Compound ID (d68ev3c)
EN300-26979915,Cl.Cl.Nc1ccc(F)c2ncccc12,143565,,
EN300-6474368,Nc1c(Cl)ccc2ncccc12,143568,,
EN300-28970,Cc1ccc(N)c2cccnc12,79028,,
EN300-159771,Nc1ccc(Br)c2ncccc12,133344,,
EN300-1295355,Nc1c(F)ccc2ncccc12,143572,,
EN300-2971155,Nc1ccc(S)c2ncccc12,143574,,
EN300-126674,Nc1c(Br)ccc2ncccc12,143575,,
EN300-5269096,Cc1ccnc2cccc(N)c12,143576,,
EN300-39310,Cc1cc(Cl)c(N)c2cccnc12,143578,,
EN300-1616759,CCc1ccc(N)c2cccnc12,143581,,
EN300-1616763,CCc1ccc2ncccc2c1N,143582,,
EN300-52401,COc1ccc(N)c2cccnc12,143584,,
EN300-137203,Nc1ccc([N+](=O)[O-])c2ncccc12,143587,,
EN300-1707452,Nc1c([N+](=O)[O-])ccc2ncccc12,143588,,
EN300-1616760,CCCc1ccc(N)c2cccnc12,143589,,
EN300-1587340,Nc1ccc(S(=O)(=O)F)c2ncccc12,143590,,
EN300-45611501,Cl.NCC(=O)Nc1cccc2ncccc12,143591,,
EN300-28338285,Cl.NCCC(=O)Nc1cccc2ncccc12,143595,,
EN300-43052,c1cc(NC2CCCCCC2)c2cccnc2c1,143601,,
EN300-91186,Cc1c(C#N)c(N)n(-c2cccc3ncccc23)c1C,143603,,
EN300-1708489,C/C=C/C(C)N.Cl,143669,,
EN300-3566148,OC1CN(c2ncc(Br)cc2F)C1,143728,,
EN300-127790,Nc1ccc2cc(Br)cc(Cl)c2n1,143734,,
EN300-126636,Nc1ccc2ccc(Cl)c(Cl)c2n1,143735,,
EN300-6273545,Nc1ccc2c(F)ccc(Cl)c2n1,143736,,
EN300-28691673,O=C(O)C1CCc2ncsc2C1,143792,,
EN300-27150170,Cl.Cl.c1cc(C2CNCC23CCC3)n[nH]1,143804,,
EN300-8189265,Cc1nc2c(s1)CC(C(=O)O)CC2,143793,,
EN300-52948076,O=C(O)[C@@H]1CCO[C@H]1c1cncs1,143800,,
EN300-304356,CCOC(=O)c1cn[nH]c1C1CCNC1.Cl.Cl,143814,,
EN300-1725852,Cn1nccc1[C@@H]1CN(Cc2ccccc2)C[C@H]1N,143816,,
EN300-1708861,O=C(O)C1C2CCC1(c1cncs1)C2,143797,,
EN300-371037,CC(C)(C)OC(=O)N1CCC(c2[nH]ncc2CN)C1,143819,,
EN300-74220,O=C(CO)NC1CCCCC1,143887,,
EN300-52749048,CN1CCNCCC12CC2.Cl.Cl,143902,,
EN300-116274,O=C(CO)Nc1ccc(F)cc1F,143891,,
EN300-55159,Cc1ccc(NC(=O)CO)c(Cl)c1,143893,,
EN300-4998727,Cc1cc(C)c(NC(=O)CO)c(C)c1,143894,,
EN300-198668,CC(O)C(=O)Nc1ccc(Cl)cc1Cl,143895,,
EN300-54629,CCOc1ccc(NC(=O)CO)cc1,143896,,
EN300-195434,CC(O)C(=O)Nc1ccc2c(c1)OCO2,143898,,
EN300-201345,O=C(CO)Nc1ccc2c(c1)OC(F)(F)O2,143900,,
EN300-21353,NC1CC1,143653,,
EN300-160276,Oc1cncc(Br)n1,143955,,
EN300-104725,Cc1cncc(Br)n1,143956,,
EN300-219398,OCc1cnc(Br)cn1,143957,,
EN300-33248799,C#Cc1cncc(Br)n1,143958,,
EN300-4296286,C#Cc1cnc(Br)cn1,143959,,
EN300-698795,CCc1cnc(Br)cn1,143960,,
EN300-262011,N#Cc1cncc(Br)n1,143961,,
EN300-6245933,BrCc1cnc(Br)cn1,143962,,
EN300-33441,CC(N)C#N.Cl,143654,,
EN300-384625,Oc1nccnc1Br,143963,,
EN300-101691,Cc1cnc(Br)cn1,143964,,
EN300-111685,Oc1cnc(Br)cn1,143965,,
EN300-267631,Cc1nccnc1Br,143966,,
EN300-132920,Cc1ncc(Br)nc1C,143967,,
EN300-104707,COc1cncc(Br)n1,143968,,
EN300-45198917,C[n+]1ccnc(Br)c1.[I-],132346,,
EN300-51904,CC1CC1N,143921,,
EN300-7456125,Br.CC(N)CBr,122098,,
EN300-37452912,CC(N)CI.I,143657,,
EN300-33281755,Cl.NC1CC1O,143922,,
EN300-80684,CC1(N)CC1.Cl,143658,,
EN300-19637847,Cl.N[C@H]1C[C@H]1F,143923,,
EN300-112329,C=CC(C)N.Cl,143655,,
EN300-118872,CC(N)CS.Cl,143656,,
EN300-112062,CC(C)NO,143924,,
EN300-16766,CC(C)(C)N,143925,,
EN300-43363,CC(C)NN.Cl,143926,292133,
EN300-1587667,C[C@@H](N)CF.Cl,131868,,
EN300-152999,C#CC(C)N.Cl,128301,,
EN300-137231,CC(N)CCl.Cl,122103,,
EN300-6489963,O=Cc1cnc(Br)cn1,143969,,
EN300-114919,COc1cnc(Br)cn1,143970,,
EN300-645966,COc1nccnc1Br,143971,,
EN300-33245618,C#Cc1nccnc1Br,143972,,
EN300-7586910,Br.CC(N)C(C)Br,143927,,
EN300-6507851,O=Cc1nccnc1Br,143973,,
EN300-81645,Cn1ccnc(Br)c1=O,143974,,
EN300-107155,N#Cc1nccnc1Br,143975,,
EN300-37442768,Cl.NC1(CS)CC1,143678,,
EN300-7536992,CC(N)CCS.Cl,143670,,
EN300-120416,CCC(N)CS.Cl,143928,,
EN300-196960,CC[C@@H]1C[C@H]1N.Cl,143929,,
EN300-125138,Br.CC(C)(N)CBr,143668,,
EN300-7537233,CO[C@@H]1C[C@H]1N.Cl,143930,,
EN300-210140,CC1CCC1N.Cl,143931,,
EN300-312434,CC1CC1(C)N.Cl,143932,,
EN300-746712,C=CC(C)(C)N.Cl,143672,,
EN300-72142,C#CC(C)(C)N,129699,,
EN300-20706,CCC(C)(C)N,143671,,
EN300-6498993,Cl.N[C@H]1CC[C@H]1F,143933,,
EN300-373956,C#CC1(N)CC1.Cl,143677,,
EN300-323051,CC(N)CCCl.Cl,124578,,
EN300-307658,C=C[C@@H](N)CO.Cl,143934,,
EN300-315658,CC(C)(N)CCl.Cl,129604,,
EN300-1223410,Cl.NC1CC1(F)F,143935,,
EN300-257898,Cl.NC1CC12CC2,143936,,
EN300-7463460,C[C@@H]1C(N)[C@H]1C.Cl,143938,,
EN300-141346,CC(C)(N)CF.Cl,143673,,
EN300-91235,CC(=O)C(C)N.Cl,143939,,
EN300-7429810,C=C1CCC1N.Cl,143940,,
EN300-117059,Cl.NC1(CO)CC1,143676,,
EN300-7440243,C=C[C@@H]1C[C@H]1N.O=C(O)C(F)(F)F,143941,,
EN300-233791,C[C@@H](N)C1CC1.Cl,143942,,
EN300-233538,C#CC(N)CO.Cl,143943,,
EN300-216228,CCC1(N)CC1.Cl,143675,,
EN300-208867,Cl.NC(CF)CF,143944,,
EN300-72272,CC(N)C(C)O,129959,,
EN300-6759849,C#CCC(C)N.Cl,143667,,
EN300-52621,C[C@H](N)C(=O)O,143945,,
EN300-129418,COC[C@@H](C)N,143665,,
EN300-136061,C#CC(N)CC.Cl,143946,,
EN300-26529104,Cl.N[C@H]1CC[C@H]1O,143947,,
EN300-307380,Brc1nccn2ccnc12,143976,,
EN300-7656664,Brc1cncc2cccn12,143977,,
EN300-5042497,Brc1cncc2nnnn12,143978,,
EN300-3190992,Brc1cncc(C2CC2)n1,143979,,
EN300-4247126,Brc1nccn2nccc12,143980,,
EN300-43508,CCC(N)C#N.Cl,143948,,
EN300-78342,Cl.N#CC1(N)CC1,143674,,
EN300-29407,CC(C)(N)C#N,123920,,
EN300-100944,CC(CO)NN.Cl.Cl,143666,292163,
EN300-26638650,Cl.N[C@@H](CO)CF,143949,,
EN300-100120,CC(N)C(F)F.Cl,125958,,
EN300-79544,C=CCC(C)N.Cl,143662,,
EN300-80840,CSCC(C)N,143663,,
EN300-19572,CC(C)(C)NN.Cl,143950,292151,
EN300-82225,CC(N)CCO,143664,,
EN300-7423116,C[C@H](N)CC#N.Cl,143659,,
EN300-56931,CCC(C)NN.Cl.Cl,143661,292164,
EN300-43495,CCCC(C)N.Cl,143660,,
EN300-7661370,Cc1[nH]c(=O)c(C)nc1Br,143981,,
EN300-7563926,Brc1nccn2cccc12,143982,,
EN300-7414372,Brc1cncc2nncn12,143983,,
EN300-214980,Brc1cnc2[nH]ccc2n1,143984,,
EN300-2170730,Cc1nc(C)c(Br)nc1C,143985,,
EN300-7415363,Brc1cn2cnnc2cn1,143986,,
EN300-195239,Brc1cn2ncnc2cn1,143987,,
EN300-1659261,Brc1cnc2[nH]cnc2n1,143988,,
EN300-103725,O=C(O)c1cnc(Br)cn1,143989,,
EN300-698801,Brc1cnc(C2CC2)cn1,143990,,
EN300-121409,O=C(O)c1cncc(Br)n1,143991,,
EN300-173599,Brc1cn2ccnc2cn1,143992,,
EN300-124285,Brc1cncc2ncnn12,143993,,
EN300-134393,Cl.Cl.NNC1CC1,143951,292130,
EN300-3425430,ONC1CC1,143952,,
EN300-705974,Cl.NC1CSC1,143953,,
EN300-6412487,Brc1cncc2nccn12,143994,,
EN300-1387117,Brc1nccn2cnnc12,143995,,
EN300-148143,O=C(O)c1nccnc1Br,143996,,
EN300-62688,NC1CCC1,125556,,
EN300-49064,NC1COC1,143954,,
EN300-188348,CN1Cc2cccc(N)c2C1.Cl.Cl,140843,,
EN300-46560125,C[C@@H]1COC[C@H]1CO,144886,,
EN300-253416,CN1Cc2c(N)cccc2C1=O,144956,,
EN300-2944349,CC1(C)CC(CO)CO1,144888,,
EN300-211846,Nc1cccc2c1CNC2=O,144957,,
EN300-27804,Nc1cccc2c1C(=O)NC2,144958,,
EN300-7633232,CC1C(=O)OCC1CO,144890,,
EN300-790938,CN1Cc2cccc(N)c2C1=O,144959,,
EN300-37296972,CN(C)C1(CO)CCOC1.Cl,144904,,
EN300-26623867,CC12CCC(CO)(CO1)C2,144910,,
EN300-1387193,Nc1ccc(Cl)c2c1C(=O)NC2,144960,,
EN300-1590473,Nc1ccc(Br)c2c1C(=O)NC2,144964,,
EN300-3001269,Nc1cc(F)cc2c1CNC2=O,144965,,
EN300-51836121,CC1(CO)COC(C)(C)C1,144923,,
EN300-6736175,CC1(C)C(=O)OCC1CO,144928,,
EN300-631681,OC1(C2CO2)CCOC1,144892,,
EN300-8168783,CN1Cc2c(Br)ccc(N)c2C1=O,144967,,
EN300-08155,Nc1cccc2c1C(=O)NC2=O,144966,,
EN300-52584,CN1C(=O)c2cccc(N)c2C1=O,144963,,
EN300-313437,CC1(C)OCCC1CO,144894,,
EN300-106765,COC(=O)C1(O)CCOC1,144915,,
EN300-3020574,Nc1ccc(Br)c2c1C(=O)NC2=O,144972,,
EN300-37342608,OC[C@H]1C[C@H]2CC[C@@H]1O2,144918,,
EN300-66507,CCCCN1Cc2cccc(N)c2C1,144962,,
EN300-218824,CN1C2CCC1CC(C(=O)O)C2.Cl,145322,,
EN300-228971,Cc1cc(C(F)(F)F)nc2[nH]nc(N)c12,145342,,
EN300-26864020,Cl.O=C(O)C1CCN2CCCC2C1,145323,,
EN300-37100768,O=C(O)[C@H]1C[C@H]2C[C@@H](C1)C(=O)N2,145324,,
EN300-1535823,O=C1CCC2(CC(C(=O)O)C2)N1,145325,,
EN300-7473309,O=C(O)[C@H]1C[C@H]2CCCN2C(=O)N1,145326,,
EN300-228970,Nc1n[nH]c2nc(C(F)(F)F)cc(C3CC3)c12,145343,,
EN300-89030,CC(C)N1C2CCC1CC(C(=O)O)C2,145327,,
EN300-89031,CCCN1C2CCC1CC(C(=O)O)C2,145328,,
EN300-45592758,Cl.O=C(O)C1CC2CCC(C1)N2C1CC1,145329,,
EN300-9300356,CC=CC(=O)N1C2CCC1C(C(=O)O)C2,145330,,
EN300-78982,Cl.O=C(O)C1CC2CCC(C1)N2Cc1ccccc1,145332,,
EN300-6473107,CC(C)(C)OC(=O)N1CCCC12CC(C(=O)O)C2,145333,,
EN300-7437455,CC(C)(C)OC(=O)N1C[C@H]2C[C@H](C(=O)O)C[C@@H]1C2,145335,,
EN300-7440217,CC(C)(C)OC(=O)N1[C@H]2CC[C@@H]1[C@@H](C(=O)O)C2,145338,,
EN300-5068073,Cc1csc(C(=O)O)c1-n1cccc1,145373,,
EN300-6766359,O=C1N[C@H](C(=O)O)[C@@H]2C[C@H]12,145428,,
EN300-1717630,CC1(CO)CCN1,145435,,
EN300-27106238,CC1(CO)C=CCN1.Cl,145441,,
EN300-7618331,Cl.NC(CO)(CF)CF,145445,,
EN300-1859832,NCC1(c2ccncc2)CCC1,135652,,
EN300-30710844,O=C1OCc2nc(Br)ccc21,145607,,
EN300-122034,Cl.Cl.NCC1(c2ccncc2)CC1,145591,,
EN300-2010539,COC(=O)c1cnc(Br)cc1C,145612,,
EN300-130583,Cl.Cl.NCC1(c2ccncc2)CCCCC1,145600,,
EN300-30984086,Brc1ccc2c(n1)COC2,145606,,
EN300-37364370,Br.Br.NCC1(c2ccnc(O)c2)CCC1,145596,,
EN300-7425998,CCOC(=O)c1cnc(Br)c(O)c1,145614,,
EN300-805080,CCOC(=O)c1ccc(Br)nc1C,145613,,
EN300-219185,COC(=O)c1ccc(Br)nc1,145608,,
EN300-219754,NC(=O)C1(c2ccncc2)CCCCC1,145604,,
EN300-220473,COC(=O)c1cnc(Br)c(O)c1,145611,,
EN300-116881,COC(=O)c1ccc(Br)nc1C,145610,,
EN300-1440192,NCC1(c2ccncc2)CC(F)(F)C1,145601,,
EN300-1723098,COC(=O)c1ccc(Br)n2cncc12,145617,,
EN300-53014,CN1CCCN(CCN)CC1,145785,,
EN300-1601902,COc1cc(Cl)c2sccc2n1,145788,,
EN300-1723288,COC(=O)c1cnc2ccsc2c1Cl,145790,,
EN300-1608559,O=C(O)c1cc(Cl)cc2cc[nH]c12,145800,,
EN300-366322,COc1ccc(CC(C)(N)CO)cc1OC.Cl,145823,,
EN300-1654407,O=C(O)c1ccc(Cl)c2cc[nH]c12,145801,,
EN300-150509,Cn1ccc2cccc(C(=O)O)c21,145802,,
EN300-127190,O=C(O)c1ccc(Br)c2cc[nH]c12,145803,,
EN300-1267322,O=C(O)c1cc(F)cc2cc[nH]c12,145804,,
EN300-137326,Cc1cc(C(=O)O)c2[nH]ccc2c1,145805,,
EN300-2135339,O=C(O)c1ccc(F)c2cc[nH]c12,145806,,
EN300-1275495,O=C(O)c1cccc2c(Br)c[nH]c12,145807,,
EN300-152679,O=C(O)c1cc(Br)cc2cc[nH]c12,145808,,
EN300-1608555,Cc1ccc(C(=O)O)c2[nH]ccc12,145809,,
EN300-30851,Cc1[nH]c2c(C(=O)O)cccc2c1C,145810,,
EN300-311482,O=Cc1c[nH]c2c(C(=O)O)cccc12,121613,,
EN300-5166920,O=C(O)c1c(F)c(Cl)cc2cc[nH]c12,145811,,
EN300-22086940,COc1ccc(C(=O)O)c2[nH]ccc12,145812,,
EN300-26625539,CCc1cc2cc(Cl)cc(C(=O)O)c2[nH]1,145813,,
EN300-1590164,COc1ccc2ccn(C)c2c1C(=O)O,145814,,
EN300-330412,Cn1cc(C=O)c2cccc(C(=O)O)c21,145815,,
EN300-30836,O=C(O)c1cccc2c3c([nH]c12)CCC3,145816,,
EN300-52487333,Cc1[nH]c2c(C(=O)O)ccc(Br)c2c1C,145817,,
EN300-30538,O=C(O)c1cccc2c3c([nH]c12)CCCC3,145818,,
EN300-12770541,CCOC(=O)c1cc2cccc(C(=O)O)c2[nH]1,145819,,
EN300-30742,O=C(O)c1cccc2c3c([nH]c12)CCCCC3,145820,,
EN300-37023,CC1CCc2[nH]c3c(C(=O)O)cccc3c2C1,145821,,
EN300-624300,O=C(O)c1cccc2ccn(Cc3ccccc3)c12,145822,,
EN300-7473059,Cl.NC1(Cc2ccc(F)cc2F)COC1,145850,,
EN300-344572,COC(=O)C(C)(N)Cc1ccc(F)cc1.Cl,145851,,
EN300-104076,Cc1cc2ccccc2nc1Br,145934,,
EN300-339729,Cc1cc(Br)nc2ccccc12,145935,,
EN300-123255,Oc1ccc2nc(Br)ccc2c1,145936,,
EN300-97588,Oc1cccc2ccc(Br)nc12,145937,,
EN300-8153877,BrCc1cc2ccccc2nc1Br,145938,,
EN300-7444787,Br.CCC(N)CBr,145904,,
EN300-8393536,BrCc1cc(Br)nc2ccccc12,145941,,
EN300-339725,O=Cc1cc(Br)nc2ccccc12,145942,,
EN300-8246065,OCc1cc2ccccc2nc1Br,145940,,
EN300-29515,Cl.Cl.NNC1CCC1,145905,292152,
EN300-82349,CC1(N)CCC1,145906,,
EN300-84910,NC1CC=CC1,145907,,
EN300-93062,Cl.NC1CCSC1,145908,,
EN300-100583,Cl.N[C@H]1C[C@@H](O)C1,145909,,
EN300-211439,Cl.NC1CC(=O)C1,145910,,
EN300-1604839,Cl.NC1CCC1=O,145911,,
EN300-52283,CC1(C)CC1N.Cl,143937,,
EN300-205265,CCC(N)CF.Cl,145912,,
EN300-6481781,Br.NC1(CBr)CC1,145913,,
EN300-256935,Cl.N[C@H]1CCOC1,145914,,
EN300-196962,N[C@@H]1C[C@H]1CO,145915,,
EN300-27184285,CC(N)C(C)F.Cl,145916,,
EN300-28249762,C[C@@H](N)CCF.Cl,145917,,
EN300-20348,NC1CCCC1,134743,,
EN300-7585121,Cl.NC1(CF)CC1,145918,,
EN300-27738822,Cl.N[C@@H]1CC[C@H]1S,145919,,
EN300-1301392,Cl.NC1CC(F)C1,145920,,
EN300-7443887,Cl.N[C@H]1C[C@H]1CF,145921,,
EN300-18741,CCC(N)CC,145922,,
EN300-7466633,Cl.N[C@H]1C[C@@H](Br)C1,145923,,
EN300-28226354,Cl.ONC1CCC1,145924,,
EN300-300670,Cl.NC1C=CCC1,145925,,
EN300-295395,Cl.NC12CC(C1)C2,145926,,
EN300-97990,CC1CC(N)C1.Cl,145927,,
EN300-7577808,CC[C@@H](N)CCl.Cl,145928,,
EN300-6499505,C=C1CC(N)C1.Cl,145929,,
EN300-37454376,Br.C[C@H](N)CCBr,145930,,
EN300-398601,CC1CC=NN1,145931,292157,
EN300-37452910,CCC(N)CI.I,145932,,
EN300-7439312,Cl.NC1CC(Cl)C1,145933,,
EN300-114657,N#Cc1cc2ccccc2nc1Br,145939,,
EN300-6758815,O=C(O)c1cccc2ccc(Br)nc12,145943,,
EN300-49115,Cl.NC1CCOCC1,128272,,
EN300-26603,Cn1c(=O)n(CC(=O)O)c2ccccc21,146624,,
EN300-188212,NCC1COC1,146629,,
EN300-7370063,Cl.OCC1CNC1,121868,,
EN300-226776,Cl.OCC1(O)CNC1,132104,,
EN300-27143583,CC(O)(CN)CO.Cl,131641,,
EN300-683176,CC(O)C(C)CN,146631,,
EN300-89755,C1NCC12COC2,146632,,
EN300-52317271,C[C@@]1(N)C[C@H]1CO.Cl,146636,,
EN300-24327,CCn1c(=O)n(CC(=O)O)c2ccccc21,146625,,
EN300-45556315,NC[C@@H]1C[C@H]1O.O=C(O)C(F)(F)F,146628,,
EN300-56192,COCC(C)CN,139458,,
EN300-45672063,Cl.N[C@@]12COC[C@@H]1C2,146638,,
EN300-26983394,Cl.N[C@H]1CC[C@H]1CO,146640,,
EN300-7493296,C1N[C@@H]2COC[C@H]12.Cl,146641,,
EN300-7442729,COC[C@@H]1C[C@H]1N.Cl,146642,,
EN300-51833532,CC1C(N)CC1O.Cl,146644,,
EN300-7385241,CC(O)C1CNC1.Cl,146648,,
EN300-26975677,Cl.NC[C@@H]1CC[C@H]1O,146652,,
EN300-7463275,CC(O)[C@@H]1C[C@H]1N.Cl,146654,,
EN300-192482,Cl.N[C@@H]1[C@H]2COC[C@@H]12,146655,,
EN300-113304,CC(C)(CN)CO,135415,,
EN300-123867,NCC(CO)CO,146657,,
EN300-75187,COCC(C)(O)CN,146659,,
EN300-248498,N[C@H]1CCC[C@H]1CO,146661,,
EN300-396146,Cl.OCC1(CO)CNC1,146663,,
EN300-716254,NC1CC2COCC12,146665,,
EN300-1086769,Cl.N[C@H]1[C@@H]2CCCO[C@H]12,146666,,
EN300-1266307,Cl.NCC(CO)C1CC1,146667,,
EN300-83414,CC(N)C(C)CO,146637,,
EN300-204506,Cl.OCC1(F)CNC1,146656,,
EN300-36596311,C[C@H]1COC[C@H]1N.Cl,146647,,
EN300-244122,CC1(CO)CNC1.Cl,146650,,
EN300-179606,CC1COCCC1N,146676,,
EN300-223061,CC(CN)(CO)CO,135465,,
EN300-247858,CC1(C)COCC1N.Cl,146682,,
EN300-226637,COC(C)(CN)CO,146684,,
EN300-114892,CCC(C)(CN)CO,146690,,
EN300-23532,CCCn1c(=O)n(CC(=O)O)c2ccccc21,146626,,
EN300-43608066,Cl.NCC1(F)COC1,146633,,
EN300-262824,COC[C@@H]1CC[C@H]1N.Cl,146680,,
EN300-218138,COCC(C)C(C)N,146679,,
EN300-1272866,CC(N)C(C)(C)CO.Cl,146669,,
EN300-305294,OC1CC2CNCC12,146687,,
EN300-117010,CC(C)C(CN)CO,146691,,
EN300-105482,NCC1(CO)COC1,146660,,
EN300-64705,COC(=O)C(C)CN.Cl,146662,,
EN300-683278,CCC(CN)CO,146646,,
EN300-42687,O=C(O)Cn1c(=O)n(C2=CCCCC2)c2ccccc21,146627,,
EN300-1722482,CC1(CN)COC1.Cl,146653,,
EN300-45645616,Cl.NC[C@@H]1CCC[C@H]1O,146694,,
EN300-189556,CC1(C)CNCC1O.Cl,146677,,
EN300-33456569,Cl.NC[C@]12COC[C@H]1C2,146695,,
EN300-386296,Cl.NC[C@H]1COC[C@H]1O,146696,,
EN300-781123,Cl.NCC1(F)CCOC1,146697,,
EN300-1640177,CC(N)C1(O)COC1,146698,,
EN300-200699,Cl.NCC1(O)CCOC1,127776,,
EN300-198416,CC(N)C1CCOC1.Cl,146700,,
EN300-188957,COCC1(C)CNC1.Cl,146681,,
EN300-299250,CC(N)C1(CO)CC1.Cl,146701,,
EN300-28305189,Cl.O=C(O)C1(n2cnc3ccccc32)CC1,147037,,
EN300-1666652,C=C1COCC1N.Cl,147048,290870,
EN300-7577362,CC1(C)OCC1N,147049,,
EN300-262389,C[C@@]1(O)CC[C@H]1N.Cl,147050,,
EN300-1703008,Cl.NC1COCC1=O,147051,,
EN300-46615044,C[C@H]1C[C@@H](O)[C@H]1N.Cl,147052,,
EN300-37443175,NC1COC12CC2,147057,,
EN300-251517,Cl.N[C@@H]1CCC[C@H]1O,147058,,
EN300-246814,N[C@@H]1COC[C@H]1O,147059,,
EN300-82707,C1OCC2CC1N2,147060,,
EN300-37476109,CC(O)C1(N)CC1.Cl,145437,,
EN300-18697219,CCc1nc2ccccc2n1C(C)C(=O)O.Cl,147038,,
EN300-41080,CC(C)C(C(=O)O)n1cnc2ccccc21,147039,,
EN300-7549621,Cl.N[C@@H]1COC[C@H]1F,147061,290853,
EN300-37296973,Cl.NC1C(O)CC1O,147062,,
EN300-37364376,CC1(N)CCC1O,145454,,
EN300-6734977,Cl.NC12COC(C1)C2,145455,,
EN300-121815,CC1OCCC1N,147070,,
EN300-118519,CC1(N)CCOC1.Cl,145457,290880,
EN300-34107,NC1CCOC1=O,147072,,
EN300-46966900,C1CC2(COC2)N1.Cl,145434,,
EN300-24994884,CCCc1nc2ccccc2n1C(C)C(=O)O.Cl,147040,,
EN300-50097,Cc1nc2ccccc2n1C(C(=O)O)C(C)C,147041,,
EN300-64145,NC1(CO)CCCC1,145466,,
EN300-62225,NC1CCCCC1O,147085,,
EN300-213294,CC1CC(N)C(=O)O1.Cl,147088,,
EN300-18778872,CC(C)Cc1nc2ccccc2n1C(C)C(=O)O.Cl,147042,,
EN300-66742,CC(C)C(C(=O)O)n1cnc2cc(F)c(F)cc21.Cl,147043,,
EN300-25004012,CC(C(=O)O)n1c(C(F)(F)F)nc2ccccc21,147044,,
EN300-72881,Cl.O=C(O)C(c1ccccc1)n1cnc2ccccc21,147045,,
EN300-222533,COCC1CCN1.Cl,147069,290856,
EN300-371682,CN[C@@H]1COC[C@H]1O,147078,,
EN300-297144,Cl.NC(CO)CCO,147090,,
EN300-111950,NC1(CO)CCC1,145453,,
EN300-178618,Cl.NC1CCCOC1,147075,,
EN300-111171,COCC1(N)CC1.Cl,145432,,
EN300-1844705,N[C@H](CO)C1CC1,147082,,
EN300-206415,COCC1(N)CCC1.Cl,145448,290901,
EN300-717272,CCC1(N)COC1,145436,,
EN300-297294,CCCC(N)CO,147091,,
EN300-253192,CC1CC(N)CO1.Cl,147074,,
EN300-7335335,C=CC[C@@H](N)CO,147092,,
EN300-226445,C[C@@H](O)[C@H](N)CO.Cl,147093,,
EN300-245366,CCC(N)C(C)O,129095,,
EN300-190505,Cl.NC(CO)CCF,147094,,
EN300-1266259,CO[C@@H]1CC[C@H]1N.Cl,147073,,
EN300-46591110,Cl.N#CC[C@H](N)CO,147095,,
EN300-81002,CCC(N)COC,147096,290874,
EN300-300958,C1CC2NC2CO1,147063,,
EN300-215264,C#CCC(N)CO,147097,,
EN300-219172,Cl.N[C@@H]1COC(=O)C1,147064,,
EN300-7464680,CC(O)C1CCN1.Cl,147065,,
EN300-46461190,C[C@H]1CN[C@H]1CO.O=C(O)C(F)(F)F,147066,,
EN300-46826859,C[C@H]1C[C@@H](N)[C@H]1O.Cl,147067,,
EN300-52587669,CC[C@H]1NC[C@H]1O.Cl,147056,,
EN300-52519387,Cl.OC1CNC12CC2,147055,,
EN300-20000102,OC[C@@H]1NC[C@H]1O,131474,,
EN300-651665,C1C[C@H]2NC[C@H]2O1.Cl,147053,,
EN300-7588463,C=C(C)[C@H](N)CO.Cl,147098,,
EN300-1709410,CC1CC(CO)N1,147054,,
EN300-46826858,Cl.NC1CC(O)C1O,147068,,
EN300-2995127,CC[C@H](C)[C@H](N)CO,147099,,
EN300-223731,CCC(N)C(C)(C)O.Cl,147100,,
EN300-199124,COCCC(N)CO,147101,,
EN300-1856962,N[C@H](CO)CC1CC1,147102,,
EN300-136507,CC=CCC(N)CO.Cl,147103,,
EN300-91735,CC(C)(C)[C@H](N)CO,147104,,
EN300-85575,COCC(N)C(C)C,147105,290912,
EN300-91333,Cl.N#CC1(N)CCOC1,145459,,
EN300-102966,CCC(N)C(=O)OC.Cl,147106,,
EN300-83030,COCC(N)CCO,147107,290910,
EN300-104015,CC(N)(CO)C1CC1,145465,,
EN300-245827,CSCC[C@H](N)CO,147108,,
EN300-52467107,Cl.Cn1c(=O)n(C2CCC(=O)NC2=O)c2cccc(N)c21,136707,,
EN300-52653229,CCn1cncc1CCC(=O)O.Cl,147714,,
EN300-46907588,Cl.Cn1cncc1CC(O)C(=O)O,147713,,
EN300-198946,C=CCNC(=O)C(C)O,147730,,
EN300-32028307,c1ccc2[nH]c(C3C4CNCC43)cc2c1,147732,,
EN300-746240,Clc1ccc2[nH]c(C3CCNCC3)cc2c1,147733,,
EN300-736534,Cc1ccc2[nH]c(C3CCNCC3)c(C)c2c1,147735,,
EN300-7537700,C=CCN1C(=O)CCC(O)C1=O,147731,,
EN300-7434426,Cc1c(C2CCNCC2)[nH]c2ccccc12.Cl,147734,,
EN300-24017,Cc1cn2c(CC(=O)O)csc2n1,147743,,
EN300-29441,NCCCN1CCN(c2ncccn2)CC1,147765,,
EN300-50332,CC(N)CN1CCN(c2ncccn2)CC1.Cl.Cl.Cl,147769,,
EN300-317825,NC1(CN2CCN(c3ncccn3)CC2)CC1,147777,,
EN300-69631,NCCCCN1CCN(c2ncccn2)CC1,147781,,
EN300-300936,O=C(O)c1ccc(CNC(=O)C(F)(F)F)o1,147948,,
EN300-172605,Cl.Cl.NCc1nc2cccnc2[nH]1,147953,,
EN300-7442668,COc1cccc2[nH]c(CN)nc12.Cl.Cl,147970,,
EN300-64245,Cn1ccc(C(=O)N2CCCC(C(=O)O)C2)cc1=O,148002,,
EN300-1663229,N[C@H]1COC[C@H]1CO,148003,,
