,smiles,inchi_key,error_type,error_message,retro_tool,db_search_tool,1_r1_smiles,1_r2_smiles,1_reaction,compound_set,elab_single_reactant,hit1,hit2,num_placed,num_successful,route_uuid,template,to_hippo,total_num_products_enumstereo,total_num_unique_products,hit3,hit4,hit5,hit6
0,CC(=O)N[C@@H](C)C1CCN(CCCN2CCNCC2)CC1,KEJHVZLIZINKME-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(=O)NC(C)C1CCNCC1,OCCCN1CCNCC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,C52333,0.0,A3986a,A0469a,716.0,0.0,3128a289fff5578cd901782fefb442be,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0469a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C52333/KEJHVZLIZINKME-UHFFFAOYSA-N/KEJHVZLIZINKME-UHFFFAOYSA-N_3128a289fff5578cd901782fefb442be_to_hippo.pkl.gz,716.0,130.0,A3483a,A4308a,,
0,C[C@H](NC(=O)[C@@H]1CCCNC1)[C@@H]1C[C@@H]1C,HIPQRAVJSVNPNW-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)C1CCCNC1,CC(N)C1CC1C,Amidation,C51690,0.0,A3181b,A1145a,10000.0,0.0,69518e04f5ba0d2b17e9bfcaa5887850,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3181b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C51690/HIPQRAVJSVNPNW-UHFFFAOYSA-N/HIPQRAVJSVNPNW-UHFFFAOYSA-N_69518e04f5ba0d2b17e9bfcaa5887850_to_hippo.pkl.gz,453804.0,9732.0,A4214b,,,
0,O=C(CC1=CCCC1)N1CCC(c2ccn[nH]2)CC1,DRKHZHCOCRWYTL-UHFFFAOYSA-N,,,aizynthfinder,hippo,c1cc(C2CCNCC2)n[nH]1,O=C(O)CC1=CCCC1,Amidation,C51543,0.0,A0717a,A4274b,244.0,0.0,b6f3b364b7c7d7650dbd2d6fe28f9dec,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4274b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C51543/DRKHZHCOCRWYTL-UHFFFAOYSA-N/DRKHZHCOCRWYTL-UHFFFAOYSA-N_b6f3b364b7c7d7650dbd2d6fe28f9dec_to_hippo.pkl.gz,244.0,90.0,,,,
0,O=C([C@H](O)C1CCCCC1)N1CC[C@@H](N2CCCC2)C1,DRFIGHDMHNBPNI-UHFFFAOYSA-N,,,aizynthfinder,hippo,C1CCN(C2CCNC2)C1,O=C(O)C(O)C1CCCCC1,Amidation,C52315,0.0,A1140a,A4032b,10000.0,2.0,1d288a5cc7cc89988916a898e48d1525,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4032b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C52315/DRFIGHDMHNBPNI-UHFFFAOYSA-N/DRFIGHDMHNBPNI-UHFFFAOYSA-N_1d288a5cc7cc89988916a898e48d1525_to_hippo.pkl.gz,15912.0,208.0,,,,
0,CC(C)S(=O)(=O)[C@@H]1CCN(C(=O)C[C@@H]2CCCN2)C1,TXUZFYUKGKNOMI-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(C)S(=O)(=O)C1CCNC1,O=C(O)CC1CCCN1,Amidation,C5356,0.0,A4586a,A4333a,634.0,0.0,027aa6ab3b404a3a95d3b69322f270fd,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1140a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C5356/TXUZFYUKGKNOMI-UHFFFAOYSA-N/TXUZFYUKGKNOMI-UHFFFAOYSA-N_027aa6ab3b404a3a95d3b69322f270fd_to_hippo.pkl.gz,634.0,79.0,A1140a,A4708a,A4855a,A4343a
0,Cc1cnccc1NCc1ccc2cc[nH]c2c1,WYTLJIODCWWXCM-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=Cc1ccc2cc[nH]c2c1,Cc1cnccc1N,Reductive_amination,C53105,0.0,A3568a,A2629a,10000.0,3506.0,07af972d247266bb564cbce398111318,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2629a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C53105/WYTLJIODCWWXCM-UHFFFAOYSA-N/WYTLJIODCWWXCM-UHFFFAOYSA-N_07af972d247266bb564cbce398111318_to_hippo.pkl.gz,17818.0,9909.0,,,,
0,C#Cc1cccc(NC(=O)N[C@@H](CC)[C@@H]2CCCO2)n1,DLHJBIDRLSJSTJ-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r2. No products will be found.,aizynthfinder,hippo,CCC(N)C1CCCO1,C#Cc1cccc(N)n1,Formation_of_urea_from_two_amines,C52583,0.0,A0608a,A3207a,,,e2e9fea89ec424c1d5729e5924cf32c1,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3207a_apo-desolv.pdb,,,,,,,
0,CC1=NNC(=O)[C@@H]1CCNC(=O)[C@@H]1CCCN1,BSIJAQBIVQHURV-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)C1CCCN1,CC1=NNC(=O)C1CCN,Amidation,C5313,0.0,A0341a,A0875a,2778.0,0.0,42f7ba62d53f7f8215dae4fd646ae2ff,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C5313/BSIJAQBIVQHURV-UHFFFAOYSA-N/BSIJAQBIVQHURV-UHFFFAOYSA-N_42f7ba62d53f7f8215dae4fd646ae2ff_to_hippo.pkl.gz,2778.0,395.0,,,,
0,O=C(Cc1ccc2ncsc2c1)N1CCN(C2CCC2)CC1,CUBOAIJARPZGGJ-UHFFFAOYSA-N,,,aizynthfinder,hippo,C1CC(N2CCNCC2)C1,O=C(O)Cc1ccc2ncsc2c1,Amidation,C533,0.0,A0514b,A5091a,123.0,0.0,c61f0e902b5b667a26df8fa6a30bffab,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A5091a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C533/CUBOAIJARPZGGJ-UHFFFAOYSA-N/CUBOAIJARPZGGJ-UHFFFAOYSA-N_c61f0e902b5b667a26df8fa6a30bffab_to_hippo.pkl.gz,123.0,69.0,,,,
0,O=C(Nc1cncc(-c2nc3ccccc3s2)c1)c1cnc[nH]1,AKWDCTOUIAETMB-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1cnc[nH]1,Nc1cncc(-c2nc3ccccc3s2)c1,Amidation,C5151,0.0,A1209a,A0514b,480.0,0.0,2dfa6b1a4b8fcb8e4b6d3e5c98714f1a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A1209a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C5151/AKWDCTOUIAETMB-UHFFFAOYSA-N/AKWDCTOUIAETMB-UHFFFAOYSA-N_2dfa6b1a4b8fcb8e4b6d3e5c98714f1a_to_hippo.pkl.gz,480.0,453.0,,,,
0,CCON1CCC(CC(=O)NCCNC(=O)c2ccn[nH]2)CC1,YSKAKYHCRXBUPZ-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCCNC(=O)c1ccn[nH]1,CCON1CCC(CC(=O)O)CC1,Amidation,C51536,0.0,A0717a,A0926a,20.0,0.0,e5dfccb2c9a9ffc043b6c33e84460d32,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0926a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C51536/YSKAKYHCRXBUPZ-UHFFFAOYSA-N/YSKAKYHCRXBUPZ-UHFFFAOYSA-N_e5dfccb2c9a9ffc043b6c33e84460d32_to_hippo.pkl.gz,20.0,18.0,,,,
0,c1ccc2nc(N3CCCCC3)c(NCc3cnco3)nc2c1,GFDFFRLXIZNDDL-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCc1cnco1,Clc1nc2ccccc2nc1N1CCCCC1,N-nucleophilic_aromatic_substitution,C51495,0.0,A3623a,A4274a,153.0,12.0,a24b967c66ef5f7abd2b741020dba3bf,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4274a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C51495/GFDFFRLXIZNDDL-UHFFFAOYSA-N/GFDFFRLXIZNDDL-UHFFFAOYSA-N_a24b967c66ef5f7abd2b741020dba3bf_to_hippo.pkl.gz,153.0,84.0,,,,
0,CCCc1nc(C(=O)NCC[C@@H](C)N2CCCCC2)co1,MJMCOCNIQIOMAD-UHFFFAOYSA-N,,,aizynthfinder,hippo,CC(CCN)N1CCCCC1,CCCc1nc(C(=O)O)co1,Amidation,C51490,0.0,A3623a,A4463a,783.0,2.0,148f53af1d9d3820c26215b96e2dbc50,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4463a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C51490/MJMCOCNIQIOMAD-UHFFFAOYSA-N/MJMCOCNIQIOMAD-UHFFFAOYSA-N_148f53af1d9d3820c26215b96e2dbc50_to_hippo.pkl.gz,783.0,414.0,,,,
0,C[C@H](NC(=O)Nc1cccnc1N1CCCCC1)c1ncco1,AKYURMVRRSEXJK-UHFFFAOYSA-N,,,aizynthfinder,hippo,Nc1cccnc1N1CCCCC1,CC(N)c1ncco1,Formation_of_urea_from_two_amines,C51476,0.0,A3623a,A4306a,144.0,0.0,442583b0ae1ff2f3a5775eec800f34f4,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4306a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C51476/AKYURMVRRSEXJK-UHFFFAOYSA-N/AKYURMVRRSEXJK-UHFFFAOYSA-N_442583b0ae1ff2f3a5775eec800f34f4_to_hippo.pkl.gz,144.0,83.0,,,,
0,C1C[C@H](N2CC3(CC3)C2)CN1,RYAINGBGWASFKK-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C5394,,A3694a,A5091a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,,,,A0875a,,,
0,C=C1CN([C@H]2CCNC2)C1,WEQDPGNEWZPZRD-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C5396,,A4365b,A1140a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4365b_apo-desolv.pdb,,,,,,,
0,O=C(COc1ccccc1)N1CC[C@H](N2CCCCC2)C1,MPUTVVNRSHICME-UHFFFAOYSA-N,,,aizynthfinder,hippo,C1CCN(C2CCNC2)CC1,O=C(O)COc1ccccc1,Amidation,C53753,0.0,A1140a,A4570a,10000.0,5.0,8bf9db638aecefb8beb839c685a0250a,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4570a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C53753/MPUTVVNRSHICME-UHFFFAOYSA-N/MPUTVVNRSHICME-UHFFFAOYSA-N_8bf9db638aecefb8beb839c685a0250a_to_hippo.pkl.gz,19440.0,4079.0,,,,
0,CC(C)OC(=O)N1CCC[C@@H]1C(=O)NCCN1CCCCC1,UMSVOSGNJDZBKA-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCCN1CCCCC1,CC(C)OC(=O)N1CCCC1C(=O)O,Amidation,C53762,0.0,A1140a,A3557b,10000.0,0.0,60aa2ffbe6f2ae7ac88f1e1b639528c2,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3557b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C53762/UMSVOSGNJDZBKA-UHFFFAOYSA-N/UMSVOSGNJDZBKA-UHFFFAOYSA-N_60aa2ffbe6f2ae7ac88f1e1b639528c2_to_hippo.pkl.gz,106680.0,10100.0,,,,
0,O=C(N[C@H](Cc1ccccc1)c1ncco1)N1CC[C@@]12CCOC2,ARNGBMWSRMXYCL-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r2. No products will be found.,aizynthfinder,hippo,NC(Cc1ccccc1)c1ncco1,C1CC2(CCOC2)N1,Formation_of_urea_from_two_amines,C5452,0.0,A3618a,A0556a,,,333e58202a2e229ff6ad835e0eefe36e,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3618a_apo-desolv.pdb,,,,,,,
0,CN(C[C@H]1CCOC1)[C@H]1CCCNC1,HGBPIRBOCLLQLU-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C1CCCNC1,CNCC1CCOC1,Reductive_amination,C54541,0.0,A0608a,A4784a,10000.0,0.0,66ed059c4e5d282a38dd4b7aa45ec5c2,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4784a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C54541/HGBPIRBOCLLQLU-UHFFFAOYSA-N/HGBPIRBOCLLQLU-UHFFFAOYSA-N_66ed059c4e5d282a38dd4b7aa45ec5c2_to_hippo.pkl.gz,142456.0,9779.0,,,,
0,CCC(=O)N1CCCN(C(=O)CCN2CCOCC2)CC1,RJDKANFIVPITIR-UHFFFAOYSA-N,,,aizynthfinder,hippo,CCC(=O)N1CCCNCC1,O=C(O)CCN1CCOCC1,Amidation,C53713,0.0,A1779a,A4237a,522.0,0.0,26fcf263dc74f1e448f53e62bf73cbf5,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4237a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C53713/RJDKANFIVPITIR-UHFFFAOYSA-N/RJDKANFIVPITIR-UHFFFAOYSA-N_26fcf263dc74f1e448f53e62bf73cbf5_to_hippo.pkl.gz,522.0,258.0,,,,
0,CO[C@@H](C(=O)N1CC[C@H](S(=O)(=O)C(C)C)C1)C1CCNCC1,PLKRCIBWWXFPQS-UHFFFAOYSA-N,,,aizynthfinder,hippo,COC(C(=O)O)C1CCNCC1,CC(C)S(=O)(=O)C1CCNC1,Amidation,C5358,0.0,A1140a,A4321b,8.0,0.0,b88418826d76924d45b573c816a8bb54,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4321b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C5358/PLKRCIBWWXFPQS-UHFFFAOYSA-N/PLKRCIBWWXFPQS-UHFFFAOYSA-N_b88418826d76924d45b573c816a8bb54_to_hippo.pkl.gz,8.0,2.0,,,,
0,C=C1C[C@H]2CC[C@@H](C1)N2C(=O)NCC,JCTAJWPEQHCFMI-UHFFFAOYSA-N,SMARTSError,Reaction name Isocyanate_to_urea not found in SMARTS handler.,,,,,,C5539,,A4343b,A3371a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3371a_apo-desolv.pdb,,,,,,,
0,CN(C)C(=O)Cc1cccc(NC(=O)CCCN2CCCCC2)c1,GCVSXZYUPXGABM-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CCCN1CCCCC1,CN(C)C(=O)Cc1cccc(N)c1,Amidation,C55108,0.0,A0486a,A5424b,103.0,0.0,3c0a991cea57f29a5602503d25800d72,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A5424b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C55108/GCVSXZYUPXGABM-UHFFFAOYSA-N/GCVSXZYUPXGABM-UHFFFAOYSA-N_3c0a991cea57f29a5602503d25800d72_to_hippo.pkl.gz,103.0,22.0,,,,
0,C[C@@H](CN1CCCCC1)N(C)C(=O)c1cnc([C@@H]2CCOC2)s1,YTDDXKFXAHOBOJ-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)c1cnc(C2CCOC2)s1,CNC(C)CN1CCCCC1,Amidation,C54609,0.0,A3178a,A0875a,92.0,0.0,08d1bb0df12b166bae09bbccad4731db,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0875a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C54609/YTDDXKFXAHOBOJ-UHFFFAOYSA-N/YTDDXKFXAHOBOJ-UHFFFAOYSA-N_08d1bb0df12b166bae09bbccad4731db_to_hippo.pkl.gz,92.0,17.0,,,,
0,CCN1N=C(C(=O)N(CCCO)Cc2ccccn2)CC1=O,IYBHUXYKLJVDAB-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r1. No products will be found.,aizynthfinder,hippo,OCCCNCc1ccccn1,CCN1N=C(C(=O)O)CC1=O,Amidation,C54984,0.0,A3849a,A0341a,,,c01fcda006de8ce3f0fb0cb90f286a03,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A0341a_apo-desolv.pdb,,,,,,,
0,CN(C)C(=O)CN1CCCN(CCCN2CCCCC2)CC1,OHXVFTFJECSKFY-UHFFFAOYSA-N,,,aizynthfinder,hippo,CN(C)C(=O)CN1CCCNCC1,OCCCN1CCCCC1,Mitsunobu_reaction_with_amine_alcohol_and_thioalcohol,C55076,0.0,A0486a,A4274b,494.0,0.0,845e23d9fc460b05d387d841c0f3bfb0,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4274b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C55076/OHXVFTFJECSKFY-UHFFFAOYSA-N/OHXVFTFJECSKFY-UHFFFAOYSA-N_845e23d9fc460b05d387d841c0f3bfb0_to_hippo.pkl.gz,494.0,72.0,,,,
0,C#CCNC(=O)C1CCN(C(=O)N(C)Cc2c[nH]cn2)CC1,WDXPCDIQYNQRBP-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r2. No products will be found.,aizynthfinder,hippo,CNCc1c[nH]cn1,C#CCNC(=O)C1CCNCC1,Formation_of_urea_from_two_amines,C55892,0.0,A3371a,A4509a,,,7709fae49fc328c5caaa9cbe58c1ad0c,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4509a_apo-desolv.pdb,,,,,,,
0,CC[C@@H](NC(C)C)C(=O)NCC1(N2CCCCC2)CCOCC1,CXKCEZSQRXABEZ-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCC1(N2CCCCC2)CCOCC1,CCC(NC(C)C)C(=O)O,Amidation,C55828,0.0,A3706a,A0473a,529.0,2.0,59e2cd6bd1f4c5cf2b5b3e6192b20045,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3706a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C55828/CXKCEZSQRXABEZ-UHFFFAOYSA-N/CXKCEZSQRXABEZ-UHFFFAOYSA-N_59e2cd6bd1f4c5cf2b5b3e6192b20045_to_hippo.pkl.gz,529.0,131.0,,,,
0,CN(C)C(=O)N1CCC(C(=O)NCCc2c[nH]cn2)CC1,AUFDHAWKPJKIFW-UHFFFAOYSA-N,,,aizynthfinder,hippo,NCCc1c[nH]cn1,CN(C)C(=O)N1CCC(C(=O)O)CC1,Amidation,C55900,0.0,A4343b,A1180a,1704.0,0.0,76a0ea947e788c6f88f81757bb625243,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4343b_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C55900/AUFDHAWKPJKIFW-UHFFFAOYSA-N/AUFDHAWKPJKIFW-UHFFFAOYSA-N_76a0ea947e788c6f88f81757bb625243_to_hippo.pkl.gz,1704.0,1022.0,,,,
0,C1CCN(CCSCc2nnc(C3CCOCC3)o2)CC1,VHVSAXROEBTQDV-UHFFFAOYSA-N,NoReactants,All reactants were filtered for r2. No products will be found.,aizynthfinder,hippo,SCCN1CCCCC1,ClCc1nnc(C2CCOCC2)o1,Nucleophilic_substitution_with_thiol,C55819,0.0,A3986a,A0473a,,,0c4b8c69ae2d641547b45abb326a8609,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3986a_apo-desolv.pdb,,,,,,,
0,O=C(CO[C@H]1CCCNC1)NC[C@H]1CCCOC1,GMCQQOLNFQNWLY-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)COC1CCCNC1,NCC1CCCOC1,Amidation,C55754,0.0,A0473a,A4526a,9796.0,52.0,8826d74aba1eec6749fce62897bf26f7,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4526a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C55754/GMCQQOLNFQNWLY-UHFFFAOYSA-N/GMCQQOLNFQNWLY-UHFFFAOYSA-N_8826d74aba1eec6749fce62897bf26f7_to_hippo.pkl.gz,9796.0,505.0,,,,
0,CCOC(=O)N[C@H]1CCCN(C(=O)C[C@@H](C(F)F)n2ccnc2)C1,ATVGHXZGBSIHPD-UHFFFAOYSA-N,,,aizynthfinder,hippo,O=C(O)CC(C(F)F)n1ccnc1,CCOC(=O)NC1CCCNC1,Amidation,C55679,0.0,A4320a,A3371a,662.0,0.0,d97aa54341f8de0b66e0a4e735c54cfe,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4320a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C55679/ATVGHXZGBSIHPD-UHFFFAOYSA-N/ATVGHXZGBSIHPD-UHFFFAOYSA-N_d97aa54341f8de0b66e0a4e735c54cfe_to_hippo.pkl.gz,662.0,90.0,,,,
0,c1cc(NC[C@H]2CCNC2)nc(C2CC2)c1,HWMWQVREGFTJLC-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C56319,,A2629a,A4855a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A2629a_apo-desolv.pdb,,,,,,,
0,CN(CCCn1nc(C#N)c2ccccc21)C1CCCCC1,MCFMRUUMBUBRGV-UHFFFAOYSA-N,SMARTSError,Reaction name Amine_alkylation not found in SMARTS handler.,,,,,,C5638,,A3181b,A4031b,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4031b_apo-desolv.pdb,,,,,,,
0,C[C@@H](N[C@@H]1CCN(C2CCC2)C1=O)c1ccc2[nH]ncc2c1,UMKQGKPJZAJAOK-UHFFFAOYSA-N,SMARTSError,Reaction name Petasis-borono_Mannich_reaction not found in SMARTS handler.,,,,,,C5666,,A4463a,A0497a,,,,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4463a_apo-desolv.pdb,,,,,,,
0,O=[N+]([O-])c1c(N2CCC(c3ncco3)CC2)ccc2ncccc12,FYTAAIVGKFAKKH-UHFFFAOYSA-N,,,aizynthfinder,hippo,c1coc(C2CCNCC2)n1,O=[N+]([O-])c1c(Br)ccc2ncccc12,N-nucleophilic_aromatic_substitution,C59001,0.0,A3623a,A3587a,40.0,0.0,4a1d62b998cf97c33fdb09c2d66d2b71,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A3587a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C59001/FYTAAIVGKFAKKH-UHFFFAOYSA-N/FYTAAIVGKFAKKH-UHFFFAOYSA-N_4a1d62b998cf97c33fdb09c2d66d2b71_to_hippo.pkl.gz,40.0,40.0,,,,
0,O=C(N1CCC(c2ncco2)CC1)C(F)(F)C1CC1,KUBMOMKAUGJXEF-UHFFFAOYSA-N,,,aizynthfinder,hippo,c1coc(C2CCNCC2)n1,O=C(O)C(F)(F)C1CC1,Amidation,C59004,0.0,A3623a,A4374a,20.0,0.0,375cf5a6d42439fc3a48903345036393,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/templates/A4374a_apo-desolv.pdb,/opt/xchem-fragalysis-2/maxwin/openbind-hippo/a71ev2a/cycle_01/syndirella/elabs/a71ev2a_c01_elabs_C59004/KUBMOMKAUGJXEF-UHFFFAOYSA-N/KUBMOMKAUGJXEF-UHFFFAOYSA-N_375cf5a6d42439fc3a48903345036393_to_hippo.pkl.gz,20.0,20.0,,,,
