id,smiles,tag
289892,COC(=O)c1ccc2c(c1)c(C(=O)NCCc1coc(-c3ccccc3)n1)nn2C,True
289893,COC(=O)c1nn(CC(=O)NCCc2coc(-c3ccccc3)n2)c2ccccc12,True
289894,COC(=O)C(Cc1cocn1)NC(=O)c1nn(CC2CNC(=O)O2)c2ccccc12,True
289895,COC(=O)C(Cc1cocn1)NC(=O)c1nn(Cc2ccccc2)c2ccccc12,True
289896,Cc1nc(CCNC(=O)c2nn(Cc3ccc(Cl)cc3Cl)c3ccccc23)c(C)o1,True
297448,CCN(Cc1cncn1C)C(=O)c1nn(C)c2ccc(C(=O)OC)cc12,True
297455,COC(=O)c1ccc2c(c1)c(C(=O)N(Cc1cncn1C)C(C)C)nn2C,True
299225,Cn1nc(C(=O)NC2(c3cocn3)CC2)c2cc(F)ccc21,True
299511,CNC(=O)C1Cc2ccccc2CN1C(=O)c1nn(C)c2ccc(F)cc12,True
299512,CCNC(=O)C1Cc2ccccc2CN1C(=O)c1nn(C)c2ccc(F)cc12,True
299513,COC(=O)CNC(=O)C1Cc2ccccc2CN1C(=O)c1nn(C)c2ccc(F)cc12,True
299514,CN(C(=O)C1Cc2ccccc2CN1C(=O)c1nn(C)c2ccc(F)cc12)C1CCOCC1,True
299515,CC(NC(=O)C1Cc2ccccc2CN1C(=O)c1nn(C)c2ccc(F)cc12)c1cccs1,True
299790,CC(Cn1cncn1)NC(=O)c1nn(C)c2ccc(F)cc12,True
299791,Cn1nc(C(=O)N2CCn3ncnc3C2)c2cc(F)ccc21,True
299792,CN(CCn1cncn1)C(=O)c1nn(C)c2ccc(F)cc12,True
299793,Cn1nc(C(=O)N2CC(n3cncn3)C2)c2cc(F)ccc21,True
299794,Cn1nc(C(=O)NCCn2cnc(Br)n2)c2cc(F)ccc21,True
299795,Cn1nc(C(=O)N2CCC(n3cncn3)C2)c2cc(F)ccc21,True
299796,Cn1nc(C(=O)N2CC(n3cnc(Br)n3)C2)c2cc(F)ccc21,True
299797,Cn1nc(C(=O)NCC2(n3cncn3)CC2)c2cc(F)ccc21,True
299798,Cn1nc(C(=O)N2CC(n3ncnc3Br)C2)c2cc(F)ccc21,True
299799,Cn1nc(C(=O)N2CCn3nc(Br)nc3C2)c2cc(F)ccc21,True
299800,CC(NC(=O)c1nn(C)c2ccc(F)cc12)C(C)n1cncn1,True
299801,Cc1nc2n(n1)CCN(C(=O)c1nn(C)c3ccc(F)cc13)C2,True
299802,CCC(Cn1cncn1)NC(=O)c1nn(C)c2ccc(F)cc12,True
299803,Cn1nc(C(=O)NCCn2cnc(C#N)n2)c2cc(F)ccc21,True
